#           x           U_x           U_y           U_z
     0.161151    -0.0938944    -0.0111567   1.04563e-19
     0.161514    -0.0978628    -0.0121015     1.417e-20
     0.161877     -0.129715     -0.014126             0
      0.16224     -0.129715     -0.014126             0
     0.162603     -0.129715     -0.014126             0
     0.162966    -0.0681456    -0.0107611   2.56062e-20
     0.163329    -0.0835381    -0.0125978   1.70401e-19
     0.163692        -0.105    -0.0142582     2.355e-19
     0.164055        -0.105    -0.0142582     2.355e-19
     0.164418        -0.105    -0.0142582     2.355e-19
     0.164781     -0.047644    -0.0105401   7.71697e-20
     0.165144    -0.0650795    -0.0129171   5.89989e-21
     0.165507    -0.0802131     -0.014396             0
      0.16587    -0.0802131     -0.014396             0
     0.166233    -0.0802131     -0.014396             0
     0.166596    -0.0309163    -0.0105062             0
     0.166959    -0.0439533    -0.0130539             0
     0.167322    -0.0553651    -0.0145454             0
     0.167685    -0.0553651    -0.0145454             0
     0.168048    -0.0553651    -0.0145454             0
     0.168411     -0.016518    -0.0106707   3.29238e-20
     0.168773    -0.0215946    -0.0129853   2.12427e-19
     0.169136    -0.0304691    -0.0146909   2.88304e-19
     0.169499    -0.0304691    -0.0146909   2.88304e-19
     0.169862    -0.0304691    -0.0146909   2.88304e-19
     0.170225   -0.00303593    -0.0110296   1.26007e-19
     0.170588   0.000595605    -0.0126305   1.73141e-20
     0.170951   -0.00553777    -0.0147308             0
     0.171314   -0.00553777    -0.0147308             0
     0.171677   -0.00553777    -0.0147308             0
      0.17204     0.0109056    -0.0115312   2.72619e-20
     0.172403      0.021241    -0.0119008   1.80807e-19
     0.172766     0.0193961    -0.0145015   3.06191e-19
     0.173129     0.0193961    -0.0145015   3.06191e-19
     0.173492     0.0193961    -0.0145015   3.06191e-19
     0.173855     0.0266372    -0.0120739   1.92416e-19
     0.174218     0.0390308    -0.0109122   2.99353e-20
     0.174581     0.0443466    -0.0141034             0
     0.174944     0.0443466    -0.0141034             0
     0.175307     0.0443466    -0.0141034             0
      0.17567     0.0454763    -0.0126525             0
     0.176033     0.0526747   -0.00980345             0
     0.176395     0.0692916    -0.0137071             0
     0.176758     0.0692916    -0.0137071             0
     0.177121     0.0692916    -0.0137071             0
     0.177484     0.0686837    -0.0133312             0
     0.177847     0.0611379   -0.00866641             0
      0.17821     0.0911636    -0.0129022             0
     0.178573     0.0942226    -0.0133357             0
     0.178936     0.0942226    -0.0133357             0
     0.179299     0.0942226    -0.0133357             0
     0.179662     0.0787921   -0.00967677  -1.87069e-20
